商品名称:铜                  ,合约代码:cuall                         ,,,,,,,,,
,期货公司  ,期货公司  ,239630,-67595,期货公司  ,期货公司  ,267360,4217,期货公司  ,期货公司  ,275383,4149,
商品名称:铜                  ,合约代码:cuall                         ,,,,,,,,,
,非期货公司,非期货公司,2904,-513,非期货公司,非期货公司,12300,-372,非期货公司,非期货公司,4277,-304,
8,0320      ,大有期货  ,3529,-3725,0029      ,国海良时  ,1764,836,0240      ,广发期货  ,2003,-460,
9,0103      ,永安期货  ,3064,-247,0240      ,广发期货  ,1676,52,0004      ,国泰君安  ,1772,247,
10,0277      ,一德期货  ,2181,-1711,0163      ,东证期货  ,1588,-108,0096      ,南华期货  ,1696,-285,
11,0311      ,兴证期货  ,2068,-5401,0081      ,海通期货  ,1511,385,0082      ,国投安信  ,1530,-152,
12,0272      ,银河期货  ,1930,-1908,0272      ,银河期货  ,1427,317,0121      ,格林大华  ,1521,50,
13,0096      ,南华期货  ,1920,-329,0082      ,国投安信  ,1415,0,0177      ,大地期货  ,1468,-5,
14,0186      ,徽商期货  ,1868,-1002,0047      ,迈科期货  ,1237,-240,0108      ,金汇期货  ,1294,6,
15,0298      ,东方财富  ,1861,-1314,0169      ,兴业期货  ,1081,-95,0081      ,海通期货  ,1266,-17,
16,0299      ,华安期货  ,1709,-279,0385      ,国富期货  ,1051,-93,0059      ,瑞达期货  ,1088,-14,
17,0308      ,国信期货  ,1702,-279,0088      ,东亚期货  ,1030,-15,0134      ,大越期货  ,1058,3,
18,0095      ,国金期货  ,1668,346,0311      ,兴证期货  ,960,118,0275      ,鲁证期货  ,1043,-17,
19,0029      ,国海良时  ,1623,-1870,0121      ,格林大华  ,889,-53,0320      ,大有期货  ,996,465,
20,0049      ,金瑞期货  ,1483,417,0003      ,建信期货  ,812,-54,0006      ,华鑫期货  ,930,59,
合计:zn1911                        ,,,99261,-55233,,,42535,-508,,,45890,-1200,
RANK1合约代码:zn1912                        ,,,,,,,,,,
1,0253      ,华泰期货  ,22795,-7524,0148      ,中信期货  ,10859,333,0009      ,五矿经易  ,12751,427,
2,0163      ,东证期货  ,11750,-2051,0308      ,国信期货  ,6205,372,0103      ,永安期货  ,12248,-1873,
3,0148      ,中信期货  ,8681,-1880,0159      ,倍特期货  ,5412,15,0148      ,中信期货  ,4062,600,
4,0081      ,海通期货  ,7043,-98,0009      ,五矿经易  ,4365,30,0134      ,大越期货  ,3952,-1,
5,0311      ,兴证期货  ,5453,1834,0049      ,金瑞期货  ,3984,298,0277      ,一德期货  ,3332,402,
6,0298      ,东方财富  ,5351,-601,0272      ,银河期货  ,3815,119,0272      ,银河期货  ,3124,58,
7,0103      ,永安期货  ,5102,1193,0047      ,迈科期货  ,3365,33,0082      ,国投安信  ,3028,28,
8,0385      ,国富期货  ,4460,670,0088      ,东亚期货  ,2961,39,0240      ,广发期货  ,2829,333,
9,0272      ,银河期货  ,4279,1604,0103      ,永安期货  ,2520,1341,0253      ,华泰期货  ,2764,-216,
10,0009      ,五矿经易  ,4077,-5394,0163      ,东证期货  ,2497,-229,0029      ,国海良时  ,2606,1664,
11,0320      ,大有期货  ,3072,-421,0003      ,建信期货  ,2486,154,0163      ,东证期货  ,2391,341,
12,0034      ,方正中期  ,2901,-1717,0081      ,海通期货  ,2463,78,0298      ,东方财富  ,2279,-11,
13,0029      ,国海良时  ,2772,300,0240      ,广发期货  ,2375,-244,0047      ,迈科期货  ,2138,440,
14,0004      ,国泰君安  ,2687,442,0034      ,方正中期  ,2065,151,0004      ,国泰君安  ,2129,734,
15,0308      ,国信期货  ,2547,-2720,0141      ,西南期货  ,1970,194,0108      ,金汇期货  ,1778,6,
16,0049      ,金瑞期货  ,2097,-1204,0082      ,国投安信  ,1738,-33,0121      ,格林大华  ,1711,51,
17,0082      ,国投安信  ,2091,-2355,0059      ,瑞达期货  ,1554,-10,0169      ,兴业期货  ,1704,5,
18,0069      ,申万期货  ,2046,471,0069      ,申万期货  ,1271,603,0034      ,方正中期  ,1690,162,
19,0299      ,华安期货  ,1934,362,0007      ,东海期货  ,1208,571,0159      ,倍特期货  ,1592,56,
20,0275      ,鲁证期货  ,1923,-517,0275      ,鲁证期货  ,1164,480,0308      ,国信期货  ,1579,-137,
合计:zn1912                        ,,,103061,-19606,,,64277,4295,,,69687,3069,
RANK1合约代码:zn2001                        ,,,,,,,,,,
1,0253      ,华泰期货  ,5259,-1181,0088      ,东亚期货  ,3700,0,0009      ,五矿经易  ,2340,298,
2,0163      ,东证期货  ,4061,2043,0148      ,中信期货  ,3344,35,0253      ,华泰期货  ,1912,37,
3,0298      ,东方财富  ,2510,263,0047      ,迈科期货  ,2332,-1,0298      ,东方财富  ,1912,-624,
4,0148      ,中信期货  ,2432,455,0003      ,建信期货  ,2193,40,0011      ,东方期货  ,1620,0,
5,0009      ,五矿经易  ,1963,125,0095      ,国金期货  ,2092,-5,0134      ,大越期货  ,1566,5,
6,0272      ,银河期货  ,1613,994,0009      ,五矿经易  ,1484,251,0177      ,大地期货  ,1502,0,
7,0103      ,永安期货  ,1064,543,0163      ,东证期货  ,1348,370,0103      ,永安期货  ,1398,973,
8,0385      ,国富期货  ,888,47,0298      ,东方财富  ,1092,862,0121      ,格林大华  ,1148,1,
9,0320      ,大有期货  ,826,258,0049      ,金瑞期货  ,988,148,0081      ,海通期货  ,989,-1,
10,0034      ,方正中期  ,730,-531,0308      ,国信期货  ,728,-93,0169      ,兴业期货  ,958,-22,
11,0007      ,东海期货  ,582,504,0272      ,银河期货  ,622,151,0321      ,天风期货  ,948,0,
12,0299      ,华安期货  ,526,335,0253      ,华泰期货  ,544,194,0240      ,广发期货  ,929,-109,
13,0319      ,西部期货  ,525,-187,0372      ,中银国际  ,542,40,0047      ,迈科期货  ,850,4,
14,0328      ,天富期货  ,525,-516,0288      ,平安期货  ,517,-43,0272      ,银河期货  ,821,162,
15,0082      ,国投安信  ,472,190,0103      ,永安期货  ,342,-9,0082      ,国投安信  ,752,-34,
16,0008      ,上海中期  ,417,24,0002      ,中钢期货  ,306,38,0385      ,国富期货  ,609,-17,
17,0069      ,申万期货  ,389,179,0034      ,方正中期  ,291,6,0123      ,浙商期货  ,568,0,
18,0308      ,国信期货  ,375,-746,0275      ,鲁证期货  ,249,-76,0007      ,东海期货  ,565,545,
19,0081      ,海通期货  ,320,-4,0121      ,格林大华  ,212,-1,0069      ,申万期货  ,520,179,
20,0006      ,华鑫期货  ,318,221,0268      ,中信建投  ,209,11,0096      ,南华期货  ,516,2,
合计:zn2001                        ,,,25795,3016,,,23135,1918,,,22423,1399,
商品名称:铅                  ,合约代码:pball                         ,,,,,,,,,
,期货公司  ,期货公司  ,61684,-5934,期货公司  ,期货公司  ,49865,3792,期货公司  ,期货公司  ,49865,3792,
商品名称:铅                  ,合约代码:pball                         ,,,,,,,,,
,非期货公司,非期货公司,0,0,非期货公司,非期货公司,0,0,非期货公司,非期货公司,0,0,
RANK1合约代码:pb1910                        ,,,,,,,,,,
1,0148      ,中信期货  ,150,45,0034      ,方正中期  ,760,40,0148      ,中信期货  ,595,-20,
2,0034      ,方正中期  ,40,-430,0081      ,海通期货  ,525,0,0277      ,一德期货  ,580,10,
3,0139      ,中粮期货  ,20,5,0096      ,南华期货  ,400,0,0139      ,中粮期货  ,165,20,
4,0073      ,东华期货  ,15,15,0008      ,上海中期  ,145,0,0004      ,国泰君安  ,130,0,
5,0082      ,国投安信  ,15,0,0148      ,中信期货  ,20,10,0049      ,金瑞期货  ,105,5,
6,0253      ,华泰期货  ,10,0,0082      ,国投安信  ,10,-15,0025      ,铜冠金源  ,100,0,
7,0277      ,一德期货  ,10,5,0299      ,华安期货  ,10,0,0009      ,五矿经易  ,50,0,
8,0003      ,建信期货  ,5,5,,,,,0253      ,华泰期货  ,50,0,
9,0049      ,金瑞期货  ,5,5,,,,,0163      ,东证期货  ,40,0,
10,,,,,,,,,0125      ,中大期货  ,25,0,
11,,,,,,,,,0240      ,广发期货  ,10,0,
12,,,,,,,,,0275      ,鲁证期货  ,10,0,
13,,,,,,,,,0018      ,国联期货  ,5,0,
14,,,,,,,,,0073      ,东华期货  ,5,0,
合计:pb1910                        ,,,270,-350,,,1870,35,,,1870,15,
RANK1合约代码:pb1911                        ,,,,,,,,,,
1,0081      ,海通期货  ,6180,-936,0081      ,海通期货  ,4398,106,0009      ,五矿经易  ,2958,69,
2,0148      ,中信期货  ,2364,-380,0034      ,方正中期  ,2279,100,0103      ,永安期货  ,2469,85,
3,0009      ,五矿经易  ,2231,291,0148      ,中信期货  ,2090,-365,0148      ,中信期货  ,2236,111,
4,0311      ,兴证期货  ,1802,-893,0096      ,南华期货  ,2028,254,0163      ,东证期货  ,1386,-71,
5,0163      ,东证期货  ,1562,-363,0253      ,华泰期货  ,1708,-74,0253      ,华泰期货  ,1373,142,
6,0253      ,华泰期货  ,1346,-957,0116      ,首创期货  ,1604,929,0139      ,中粮期货  ,1135,-31,
7,0372      ,中银国际  ,1287,1142,0372      ,中银国际  ,1468,1266,0274      ,中辉期货  ,967,43,
8,0116      ,首创期货  ,1134,754,0009      ,五矿经易  ,1170,-246,0025      ,铜冠金源  ,931,-1,
9,0034      ,方正中期  ,1056,-926,0059      ,瑞达期货  ,843,-2,0049      ,金瑞期货  ,730,13,
10,0141      ,西南期货  ,822,-269,0331      ,广金期货  ,616,-7,0034      ,方正中期  ,635,36,
11,0004      ,国泰君安  ,727,-36,0272      ,银河期货  ,603,-7,0096      ,南华期货  ,620,-114,
12,0319      ,西部期货  ,601,-9,0240      ,广发期货  ,496,-17,0316      ,东兴期货  ,581,-46,
13,0259      ,华闻期货  ,589,32,0082      ,国投安信  ,392,-34,0277      ,一德期货  ,535,156,
14,0082      ,国投安信  ,570,-112,0069      ,申万期货  ,363,-53,0315      ,云晨期货  ,526,-100,
15,0096      ,南华期货  ,532,-302,0042      ,光大期货  ,356,14,0311      ,兴证期货  ,503,38,
16,0272      ,银河期货  ,520,-61,0311      ,兴证期货  ,353,-46,0004      ,国泰君安  ,466,-164,
17,0103      ,永安期货  ,514,106,0327      ,中原期货  ,353,0,0240      ,广发期货  ,444,71,
18,0178      ,弘业期货  ,499,60,0163      ,东证期货  ,309,-13,0006      ,华鑫期货  ,401,23,
19,0277      ,一德期货  ,489,-64,0323      ,东吴期货  ,305,249,0272      ,银河期货  ,353,71,
20,0295      ,美尔雅    ,479,-343,0139      ,中粮期货  ,292,52,0295      ,美尔雅    ,332,65,
合计:pb1911                        ,,,25304,-3266,,,22026,2106,,,19581,396,
RANK1合约代码:pb1912                        ,,,,,,,,,,
1,0009      ,五矿经易  ,1754,-259,0148      ,中信期货  ,2274,39,0009      ,五矿经易  ,2540,-83,
2,0081      ,海通期货  ,1456,212,0009      ,五矿经易  ,1762,363,0253      ,华泰期货  ,2217,454,
3,0163      ,东证期货  ,1305,152,0240      ,广发期货  ,1425,200,0049      ,金瑞期货  ,1034,-4,
4,0034      ,方正中期  ,1203,-235,0184      ,摩根大通  ,927,236,0003      ,建信期货  ,741,16,
5,0148      ,中信期货  ,885,-270,0003      ,建信期货  ,807,-37,0148      ,中信期货  ,660,124,
6,0004      ,国泰君安  ,696,90,0272      ,银河期货  ,771,44,0103      ,永安期货  ,641,20,
7,0253      ,华泰期货  ,679,-17,0163      ,东证期货  ,767,-258,0331      ,广金期货  ,610,335,
8,0308      ,国信期货  ,655,166,0253      ,华泰期货  ,738,39,0116      ,首创期货  ,559,42,
9,0331      ,广金期货  ,651,-24,0082      ,国投安信  ,674,2,0139      ,中粮期货  ,554,132,
10,0116      ,首创期货  ,562,-101,0096      ,南华期货  ,519,-55,0034      ,方正中期  ,507,-34,
11,0295      ,美尔雅    ,561,71,0081      ,海通期货  ,493,-110,0025      ,铜冠金源  ,460,30,
12,0259      ,华闻期货  ,560,-104,0103      ,永安期货  ,461,202,0077      ,新湖期货  ,435,5,
13,0299      ,华安期货  ,502,-135,0059      ,瑞达期货  ,449,3,0240      ,广发期货  ,367,1,
14,0082      ,国投安信  ,425,-77,0004      ,国泰君安  ,426,53,0096      ,南华期货  ,354,-15,
15,0319      ,西部期货  ,393,37,0006      ,华鑫期货  ,375,0,0274      ,中辉期货  ,336,0,
16,0096      ,南华期货  ,366,-38,0077      ,新湖期货  ,320,302,0272      ,银河期货  ,319,-6,
17,0238      ,安粮期货  ,335,147,0069      ,申万期货  ,314,-2,0069      ,申万期货  ,282,-23,
18,0077      ,新湖期货  ,333,21,0259      ,华闻期货  ,295,34,0295      ,美尔雅    ,257,-29,
19,0003      ,建信期货  ,285,-62,0067      ,中财期货  ,286,0,0308      ,国信期货  ,234,100,
20,0103      ,永安期货  ,278,203,0047      ,迈科期货  ,258,2,0163      ,东证期货  ,232,-81,
合计:pb1912                        ,,,13884,-223,,,14341,1057,,,13339,984,
商品名称:镍                  ,合约代码:niall                         ,,,,,,,,,
,期货公司  ,期货公司  ,2353669,324341,期货公司  ,期货公司  ,438887,6007,期货公司  ,期货公司  ,427837,6488,
商品名称:镍                  ,合约代码:niall                         ,,,,,,,,,
,非期货公司,非期货公司,483,51,非期货公司,非期货公司,600,0,非期货公司,非期货公司,11650,-481,
RANK1合约代码:ni1910                        ,,,,,,,,,,
1,0121      ,格林大华  ,528,342,0169      ,兴业期货  ,3096,0,0081      ,海通期货  ,1338,-24,
2,0103      ,永安期货  ,240,30,0081      ,海通期货  ,2856,0,0277      ,一德期货  ,1260,-36,
3,0003      ,建信期货  ,162,-174,0316      ,东兴期货  ,1200,0,0004      ,国泰君安  ,1200,0,
4,0148      ,中信期货  ,114,-6,0096      ,南华期货  ,600,0,0372      ,中银国际  ,966,0,
5,0277      ,一德期货  ,96,-24,0136      ,信达期货  ,600,0,0240      ,广发期货  ,828,66,
6,0240      ,广发期货  ,66,-312,0148      ,中信期货  ,600,0,0275      ,鲁证期货  ,696,0,
7,0137      ,宏源期货  ,42,-132,0372      ,中银国际  ,540,0,0271      ,渤海期货  ,600,0,
8,0081      ,海通期货  ,36,-78,0003      ,建信期货  ,300,0,0121      ,格林大华  ,552,-312,
9,0009      ,五矿经易  ,24,-240,0103      ,永安期货  ,222,0,0103      ,永安期货  ,426,0,
10,0136      ,信达期货  ,12,12,0268      ,中信建投  ,6,0,0148      ,中信期货  ,384,114,
11,0002      ,中钢期货  ,6,6,,,,,0003      ,建信期货  ,360,162,
12,0116      ,首创期货  ,6,6,,,,,0009      ,五矿经易  ,240,-6,
13,0139      ,中粮期货  ,6,-42,,,,,0272      ,银河期货  ,228,0,
14,0323      ,东吴期货  ,6,6,,,,,0116      ,首创期货  ,222,6,
15,,,,,,,,,0082      ,国投安信  ,162,0,
16,,,,,,,,,0058      ,国贸期货  ,120,0,
17,,,,,,,,,0136      ,信达期货  ,102,12,
18,,,,,,,,,0253      ,华泰期货  ,60,0,
19,,,,,,,,,0186      ,徽商期货  ,48,0,
20,,,,,,,,,0002      ,中钢期货  ,42,6,
合计:ni1910                        ,,,1344,-606,,,10020,0,,,9834,-12,
RANK1合约代码:ni1911                        ,,,,,,,,,,
1,0253      ,华泰期货  ,56339,-81946,0103      ,永安期货  ,3681,-1120,0103      ,永安期货  ,7270,-69,
2,0148      ,中信期货  ,34341,-25971,0157      ,中国国际  ,3652,-2,0004      ,国泰君安  ,5028,225,
3,0319      ,西部期货  ,27171,7162,0042      ,光大期货  ,3628,-150,0009      ,五矿经易  ,4533,34,
4,0081      ,海通期货  ,23523,-5271,0272      ,银河期货  ,3565,-79,0148      ,中信期货  ,4016,-335,
5,0009      ,五矿经易  ,22994,11016,0081      ,海通期货  ,3122,-1623,0034      ,方正中期  ,2764,-263,
6,0163      ,东证期货  ,20759,-14560,0059      ,瑞达期货  ,2896,-52,0069      ,申万期货  ,2570,-75,
7,0004      ,国泰君安  ,12974,-2491,0004      ,国泰君安  ,2707,-249,0139      ,中粮期货  ,2118,-271,
8,0042      ,光大期货  ,11559,-6120,0148      ,中信期货  ,2702,-468,0163      ,东证期货  ,2097,-312,
9,0186      ,徽商期货  ,11134,-17319,0034      ,方正中期  ,2647,-217,0121      ,格林大华  ,1966,11,
10,0272      ,银河期货  ,10202,-10824,0069      ,申万期货  ,2628,644,0272      ,银河期货  ,1940,-1045,
11,0082      ,国投安信  ,9938,-571,0136      ,信达期货  ,2517,627,0259      ,华闻期货  ,1885,91,
12,0311      ,兴证期货  ,9897,-39452,0316      ,东兴期货  ,2412,-753,0081      ,海通期货  ,1746,-52,
13,0308      ,国信期货  ,9521,-1224,0003      ,建信期货  ,2306,-446,0136      ,信达期货  ,1545,-800,
14,0299      ,华安期货  ,9113,-6201,0385      ,国富期货  ,2081,-18,0320      ,大有期货  ,1392,84,
15,0034      ,方正中期  ,8584,-31183,0277      ,一德期货  ,2033,-781,0311      ,兴证期货  ,1190,10,
16,0096      ,南华期货  ,6879,-97,0169      ,兴业期货  ,1964,430,0308      ,国信期货  ,1151,-255,
17,0069      ,申万期货  ,6631,-9563,0009      ,五矿经易  ,1949,-1140,0240      ,广发期货  ,1143,67,
18,0298      ,东方财富  ,5746,-4543,0163      ,东证期货  ,1906,-53,0169      ,兴业期货  ,1121,247,
19,0103      ,永安期货  ,5621,-2628,0047      ,迈科期货  ,1795,-15,0096      ,南华期货  ,1051,-179,
20,0259      ,华闻期货  ,5613,-4748,0372      ,中银国际  ,1781,5,0253      ,华泰期货  ,817,-454,
合计:ni1911                        ,,,308539,-246534,,,51972,-5460,,,47343,-3341,
RANK1合约代码:ni1912                        ,,,,,,,,,,
1,0253      ,华泰期货  ,165664,35885,0148      ,中信期货  ,20846,7311,0004      ,国泰君安  ,10432,1903,
2,0148      ,中信期货  ,125423,59646,0136      ,信达期货  ,14202,2915,0148      ,中信期货  ,9792,-2456,
3,0319      ,西部期货  ,63101,23328,0169      ,兴业期货  ,9412,100,0009      ,五矿经易  ,8787,691,
4,0163      ,东证期货  ,54775,19571,0123      ,浙商期货  ,8962,584,0103      ,永安期货  ,8055,437,
5,0186      ,徽商期货  ,51235,27666,0096      ,南华期货  ,8953,318,0089      ,金元期货  ,6513,148,
6,0311      ,兴证期货  ,47559,7811,0004      ,国泰君安  ,8392,280,0253      ,华泰期货  ,6033,1899,
7,0308      ,国信期货  ,46569,25432,0059      ,瑞达期货  ,7672,51,0139      ,中粮期货  ,5937,1085,
8,0034      ,方正中期  ,45556,28158,0139      ,中粮期货  ,7510,-938,0123      ,浙商期货  ,5897,174,
9,0272      ,银河期货  ,45011,31516,0009      ,五矿经易  ,7459,2410,0272      ,银河期货  ,5429,-481,
10,0081      ,海通期货  ,44044,19248,0042      ,光大期货  ,5957,-174,0163      ,东证期货  ,5390,384,
11,0299      ,华安期货  ,38261,18179,0163      ,东证期货  ,5826,595,0096      ,南华期货  ,5308,929,
12,0082      ,国投安信  ,37397,14788,0081      ,海通期货  ,4885,-282,0034      ,方正中期  ,5027,473,
13,0004      ,国泰君安  ,34083,14506,0157      ,中国国际  ,4423,2134,0082      ,国投安信  ,4560,838,
14,0042      ,光大期货  ,33014,20850,0253      ,华泰期货  ,3971,487,0042      ,光大期货  ,4481,-6,
15,0009      ,五矿经易  ,29449,-4351,0003      ,建信期货  ,3384,-1559,0081      ,海通期货  ,4003,1484,
16,0259      ,华闻期货  ,27457,23396,0082      ,国投安信  ,3212,173,0048      ,长江期货  ,3786,88,
17,0385      ,国富期货  ,21037,11004,0272      ,银河期货  ,3116,210,0169      ,兴业期货  ,3609,-379,
18,0069      ,申万期货  ,20506,5054,0121      ,格林大华  ,2808,105,0052      ,山金期货  ,3493,369,
19,0298      ,东方财富  ,19750,8750,0103      ,永安期货  ,2495,-2578,0240      ,广发期货  ,3346,470,
20,0240      ,广发期货  ,19699,9160,0069      ,申万期货  ,2435,316,0311      ,兴证期货  ,2537,1480,
合计:ni1912                        ,,,969590,399597,,,135920,12458,,,112415,9530,
RANK1合约代码:ni2001                        ,,,,,,,,,,
1,0148      ,中信期货  ,22007,9259,0148      ,中信期货  ,19302,704,0059      ,瑞达期货  ,11276,-44,
2,0253      ,华泰期货  ,19603,4283,0096      ,南华期货  ,10379,4,0103      ,永安期货  ,10882,343,
3,0009      ,五矿经易  ,18764,6824,0042      ,光大期货  ,9050,-55,0123      ,浙商期货  ,6481,252,
4,0163      ,东证期货  ,11447,2546,0139      ,中粮期货  ,8334,2804,0096      ,南华期货  ,4439,-115,
5,0319      ,西部期货  ,9249,4561,0184      ,摩根大通  ,5012,-52,0277      ,一德期货  ,4399,95,
6,0081      ,海通期货  ,7909,2640,0116      ,首创期货  ,4679,-492,0081      ,海通期货  ,4396,-3,
7,0136      ,信达期货  ,7054,2268,0003      ,建信期货  ,4621,-1631,0148      ,中信期货  ,4301,-461,
8,0275      ,鲁证期货  ,6395,2490,0157      ,中国国际  ,4155,10,0009      ,五矿经易  ,3771,85,
9,0034      ,方正中期  ,6394,1647,0169      ,兴业期货  ,4135,3,0134      ,大越期货  ,3596,-779,
10,0082      ,国投安信  ,6269,579,0272      ,银河期货  ,3389,90,0042      ,光大期货  ,3526,-258,
11,0272      ,银河期货  ,6131,2577,0240      ,广发期货  ,3169,-126,0003      ,建信期货  ,3322,4,
12,0042      ,光大期货  ,5859,1074,0049      ,金瑞期货  ,2556,141,0272      ,银河期货  ,3123,429,
13,0308      ,国信期货  ,5653,321,0088      ,东亚期货  ,2193,-23,0240      ,广发期货  ,2997,194,
14,0004      ,国泰君安  ,4546,268,0121      ,格林大华  ,2188,-228,0019      ,宝城期货  ,2984,187,
15,0116      ,首创期货  ,4095,2052,0047      ,迈科期货  ,2140,-15,0163      ,东证期货  ,2662,63,
16,0103      ,永安期货  ,3999,404,0259      ,华闻期货  ,2098,-10,0082      ,国投安信  ,2590,688,
17,0385      ,国富期货  ,3862,2204,0009      ,五矿经易  ,1662,-103,0177      ,大地期货  ,2168,-168,
18,0139      ,中粮期货  ,3518,1610,0081      ,海通期货  ,1611,-354,0004      ,国泰君安  ,1726,-31,
19,0069      ,申万期货  ,3182,31,0275      ,鲁证期货  ,1447,-40,0034      ,方正中期  ,1721,-502,
20,0274      ,中辉期货  ,2992,1866,0316      ,东兴期货  ,1413,-12,0137      ,宏源期货  ,1692,763,
合计:ni2001                        ,,,158928,49504,,,93533,615,,,82052,742,
RANK1合约代码:ni2002                        ,,,,,,,,,,
1,0253      ,华泰期货  ,11679,1757,0081      ,海通期货  ,2968,-37,0134      ,大越期货  ,4583,510,
2,0148      ,中信期货  ,8420,3024,0009      ,五矿经易  ,2739,-79,0177      ,大地期货  ,3243,131,
3,0009      ,五矿经易  ,8248,-1769,0077      ,新湖期货  ,2507,728,0082      ,国投安信  ,3040,7,
4,0059      ,瑞达期货  ,5760,-42,0003      ,建信期货  ,2127,-49,0123      ,浙商期货  ,2953,602,
5,0163      ,东证期货  ,4623,-176,0047      ,迈科期货  ,2020,-7,0003      ,建信期货  ,2537,2,
6,0004      ,国泰君安  ,4485,1395,0240      ,广发期货  ,1942,119,0059      ,瑞达期货  ,2517,265,
7,0319      ,西部期货  ,2963,687,0069      ,申万期货  ,1941,-26,0253      ,华泰期货  ,2241,-3,
8,0082      ,国投安信  ,2821,-397,0148      ,中信期货  ,1764,0,0103      ,永安期货  ,2015,74,
9,0042      ,光大期货  ,2267,-90,0169      ,兴业期货  ,1758,-1,0081      ,海通期货  ,1623,-4,
10,0272      ,银河期货  ,2125,47,0103      ,永安期货  ,1333,636,0277      ,一德期货  ,1402,1,
11,0034      ,方正中期  ,1652,5,0157      ,中国国际  ,1277,0,0372      ,中银国际  ,1106,0,
12,0081      ,海通期货  ,1629,-1452,0088      ,东亚期货  ,1204,0,0385      ,国富期货  ,967,14,
13,0123      ,浙商期货  ,1320,-680,0002      ,中钢期货  ,1202,0,0034      ,方正中期  ,869,-1,
14,0308      ,国信期货  ,1035,138,0268      ,中信建投  ,985,53,0148      ,中信期货  ,855,-152,
15,0275      ,鲁证期货  ,970,-730,0323      ,东吴期货  ,927,-105,0157      ,中国国际  ,483,-1,
16,0103      ,永安期货  ,864,129,0082      ,国投安信  ,719,8,0316      ,东兴期货  ,312,-10,
17,0096      ,南华期货  ,836,-27,0004      ,国泰君安  ,518,-15,0051      ,华金期货  ,200,0,
18,0077      ,新湖期货  ,785,-919,0311      ,兴证期货  ,369,-40,0077      ,新湖期货  ,178,-1,
19,0139      ,中粮期货  ,695,-279,0163      ,东证期货  ,355,-62,0163      ,东证期货  ,162,79,
20,0001      ,招金期货  ,658,114,0019      ,宝城期货  ,293,21,0116      ,首创期货  ,154,-340,
合计:ni2002                        ,,,63835,735,,,28948,1144,,,31440,1173,
商品名称:锡                  ,合约代码:snall                         ,,,,,,,,,
,期货公司  ,期货公司  ,27654,-9760,期货公司  ,期货公司  ,20930,-46,期货公司  ,期货公司  ,20930,-46,
商品名称:锡                  ,合约代码:snall                         ,,,,,,,,,
,非期货公司,非期货公司,0,0,非期货公司,非期货公司,0,0,非期货公司,非期货公司,0,0,
RANK1合约代码:sn1910                        ,,,,,,,,,,
1,,,,,0316      ,东兴期货  ,4,0,0323      ,东吴期货  ,6,0,
2,,,,,0323      ,东吴期货  ,2,0,,,,,
合计:sn1910                        ,,,,,,,6,0,,,6,0,
RANK1合约代码:sn2001                        ,,,,,,,,,,
1,0081      ,海通期货  ,3722,-997,0049      ,金瑞期货  ,3091,87,0148      ,中信期货  ,2875,-140,
2,0034      ,方正中期  ,2527,-535,0034      ,方正中期  ,1966,24,0121      ,格林大华  ,2778,7,
3,0148      ,中信期货  ,1897,-659,0148      ,中信期货  ,1404,157,0009      ,五矿经易  ,1827,10,
4,0253      ,华泰期货  ,1379,-385,0004      ,国泰君安  ,1110,112,0116      ,首创期货  ,1789,3,
5,0163      ,东证期货  ,981,-235,0242      ,国都期货  ,985,3,0003      ,建信期货  ,1127,2,
6,0004      ,国泰君安  ,788,75,0315      ,云晨期货  ,972,33,0272      ,银河期货  ,853,-4,
7,0042      ,光大期货  ,788,-203,0262      ,英大期货  ,956,10,0049      ,金瑞期货  ,683,-34,
8,0319      ,西部期货  ,778,-137,0082      ,国投安信  ,947,70,0253      ,华泰期货  ,638,21,
9,0295      ,美尔雅    ,723,-474,0163      ,东证期货  ,932,-10,0277      ,一德期货  ,614,28,
10,0186      ,徽商期货  ,623,-151,0169      ,兴业期货  ,627,0,0184      ,摩根大通  ,537,28,
11,0323      ,东吴期货  ,596,-75,0009      ,五矿经易  ,625,13,0163      ,东证期货  ,515,19,
12,0272      ,银河期货  ,543,-445,0096      ,南华期货  ,446,51,0077      ,新湖期货  ,381,2,
13,0268      ,中信建投  ,527,-5,0007      ,东海期货  ,341,-22,0311      ,兴证期货  ,357,2,
14,0274      ,中辉期货  ,497,-77,0311      ,兴证期货  ,336,28,0240      ,广发期货  ,347,-10,
15,0299      ,华安期货  ,455,-14,0103      ,永安期货  ,263,-19,0096      ,南华期货  ,315,14,
16,0308      ,国信期货  ,447,-16,0320      ,大有期货  ,232,-11,0004      ,国泰君安  ,267,14,
17,0082      ,国投安信  ,430,-197,0253      ,华泰期货  ,229,-34,0343      ,中金期货  ,266,-5,
18,0315      ,云晨期货  ,352,146,0077      ,新湖期货  ,206,4,0139      ,中粮期货  ,238,-2,
19,0059      ,瑞达期货  ,337,-185,0137      ,宏源期货  ,193,1,0320      ,大有期货  ,233,-7,
20,0096      ,南华期货  ,289,-406,0338      ,广州期货  ,178,-11,0103      ,永安期货  ,218,42,
合计:sn2001                        ,,,18679,-4975,,,16039,486,,,16858,-10,
商品名称:黄金                ,合约代码:auall                         ,,,,,,,,,
,期货公司  ,期货公司  ,307442,-349764,期货公司  ,期货公司  ,166105,650,期货公司  ,期货公司  ,85171,2588,
商品名称:黄金                ,合约代码:auall                         ,,,,,,,,,
